strategy,budget_pct,run,n_labeled,accuracy,f1_score,avg_query_time,avg_train_time,backend
Margin Sampling,0.2,3,12000,0.8824,0.8823402382661317,54.00988969595536,7.4128132073775586,cuml
Margin Sampling,0.2,4,12000,0.8797,0.8794437705204784,53.9223532365716,7.4017744064331055,cuml
Margin Sampling,0.4,0,24000,0.8835,0.8832710764772633,49.4430649686367,10.136537820734876,cuml
Margin Sampling,0.4,1,24000,0.88,0.8797169224260584,49.57291486415457,10.161827112766023,cuml
Margin Sampling,0.4,2,24000,0.884,0.8838234586133489,49.47132430178054,10.141650940509553,cuml
Margin Sampling,0.4,3,24000,0.8851,0.8848286127380826,49.47296964868586,10.150755405426025,cuml
Margin Sampling,0.4,4,24000,0.8826,0.8824022150237306,49.42242131841944,10.149136101945917,cuml
Margin Sampling,0.6,0,36000,0.8855,0.8847363826673516,43.95856682011779,12.67734949353715,cuml
Margin Sampling,0.6,1,36000,0.8851,0.8843856866707117,44.04540679488384,12.719518913349635,cuml
Margin Sampling,0.6,2,36000,0.8846,0.8838520475406202,43.963394225483206,12.68432981531385,cuml
Margin Sampling,0.6,3,36000,0.8859,0.8851840818436101,43.97321503598925,12.697723791632853,cuml
Margin Sampling,0.6,4,36000,0.8846,0.8838417025253029,43.93447812174408,12.685311327517873,cuml
Margin Sampling,0.8,0,48000,0.8856,0.8847979861474145,38.04656003901833,15.214759804073132,cuml
Margin Sampling,0.8,1,48000,0.8851,0.8843018152759781,38.10424071613111,15.235732645737498,cuml
Margin Sampling,0.8,2,48000,0.8848,0.8839041036145231,38.06040671750119,15.198774709199604,cuml
Margin Sampling,0.8,3,48000,0.8861,0.8852730945731155,38.01213482806557,15.196318852274041,cuml
Margin Sampling,0.8,4,48000,0.8848,0.8839785696110699,38.02152508685463,15.210410722933318,cuml
Margin Sampling,1.0,0,60000,0.8852,0.8843454823927145,31.798137121841688,19.79250877845187,cuml
Margin Sampling,1.0,1,60000,0.8845,0.8836465043355245,31.854156722541617,19.805262896193177,cuml
Margin Sampling,1.0,2,60000,0.8846,0.8836999144200227,31.783492344768106,19.84635638389267,cuml
Margin Sampling,1.0,3,60000,0.8859,0.8849896598688485,31.800709347764986,19.769313483678992,cuml
Margin Sampling,1.0,4,60000,0.8852,0.8842898174914231,31.84344147233402,19.72871737520234,cuml
Least Confidence,0.2,0,12000,0.8827,0.8827630257995477,54.269604765850566,7.41033529198688,cuml
Least Confidence,0.2,1,12000,0.882,0.8818859315378663,54.226258029108465,7.41614814426588,cuml
Least Confidence,0.2,2,12000,0.8834,0.8830518879041653,54.19678342860678,7.402038149211718,cuml
Least Confidence,0.2,3,12000,0.8821,0.8818827099722728,54.263172160024226,7.424364929613859,cuml
Least Confidence,0.2,4,12000,0.8814,0.881298914440648,54.23300492245218,7.435452969177909,cuml
Least Confidence,0.4,0,24000,0.8846,0.8843990083414537,49.70846865532246,10.177585312660705,cuml
Least Confidence,0.4,1,24000,0.8861,0.8858430437978904,49.71430161658754,10.172864853067601,cuml
Least Confidence,0.4,2,24000,0.8847,0.8845948320076017,49.651971695270944,10.18398624785403,cuml
Least Confidence,0.4,3,24000,0.8834,0.8831944198329527,49.67936200283943,10.176520814286901,cuml
Least Confidence,0.4,4,24000,0.8842,0.8839153672120339,49.70809358738838,10.177644658595957,cuml
Least Confidence,0.6,0,36000,0.8862,0.8855132574841853,44.13677782072148,12.719065300175842,cuml
Least Confidence,0.6,1,36000,0.8857,0.8850027666327843,44.21500683838213,12.735549124193863,cuml
Least Confidence,0.6,2,36000,0.8867,0.8860465106971128,44.109545170421335,12.705815358900688,cuml
Least Confidence,0.6,3,36000,0.8858,0.8851532134787758,44.09753978756112,12.719398139228284,cuml
Least Confidence,0.6,4,36000,0.8861,0.8855236295985476,44.135745427977874,12.721565179421868,cuml
Least Confidence,0.8,0,48000,0.8863,0.8854675074230167,38.14533371674387,15.227946015408165,cuml
Least Confidence,0.8,1,48000,0.8864,0.8855553577691417,38.18194123318321,15.241442374179238,cuml
Least Confidence,0.8,2,48000,0.8857,0.8849295555987504,38.12356403752377,15.226032063835545,cuml
Least Confidence,0.8,3,48000,0.8851,0.8843122012794613,38.1761684467918,15.225807962919536,cuml
Least Confidence,0.8,4,48000,0.886,0.8853043965730253,38.17225510697616,15.231818334679854,cuml
Least Confidence,1.0,0,60000,0.885,0.8841008643558645,31.881154593299417,19.758220376086836,cuml
Least Confidence,1.0,1,60000,0.885,0.8840668666749025,31.909185068947927,19.849542812139045,cuml
Least Confidence,1.0,2,60000,0.8855,0.8846358451914679,31.899076489841235,19.82456296431918,cuml
Least Confidence,1.0,3,60000,0.885,0.8841360974370742,31.877256746051692,19.777180026559268,cuml
Least Confidence,1.0,4,60000,0.8866,0.8858088944000609,31.892527031297444,19.847170537259398,cuml
